"x_blur","y_blur","fitness"
26,10,0.968504
27,10,0.96063
28,10,0.952756
29,10,0.964567
30,10,0.972441
31,10,0.976378
32,10,0.964567
33,10,0.972441
34,10,0.972441
35,10,0.964567
36,10,0.948819
37,10,0.980315
38,10,0.968504
39,10,0.96063
40,10,0.968504
41,10,0.976378
42,10,0.964567
43,10,0.96063
44,10,0.972441
45,10,0.976378
0,11,0.877953
1,11,0.913386
2,11,0.948819
3,11,0.948819
4,11,0.956693
5,11,0.933071
6,11,0.944882
7,11,0.956693
8,11,0.964567
9,11,0.968504
10,11,0.952756
11,11,0.96063
12,11,0.952756
13,11,0.952756
14,11,0.96063
15,11,0.968504
16,11,0.976378
17,11,0.976378
18,11,0.96063
19,11,0.956693
20,11,0.976378
21,11,0.968504
22,11,0.964567
23,11,0.976378
24,11,0.972441
25,11,0.952756
26,11,0.968504
27,11,0.968504
28,11,0.968504
29,11,0.980315
30,11,0.968504
31,11,0.980315
32,11,0.964567
33,11,0.956693
34,11,0.980315
35,11,0.952756
36,11,0.952756
37,11,0.96063
38,11,0.976378
39,11,0.956693
40,11,0.96063
41,11,0.948819
42,11,0.964567
43,11,0.972441
44,11,0.976378
45,11,0.96063
0,12,0.874016
1,12,0.917323
2,12,0.940945
3,12,0.948819
4,12,0.929134
5,12,0.925197
6,12,0.944882
7,12,0.948819
8,12,0.940945
9,12,0.96063
10,12,0.972441
11,12,0.972441
12,12,0.956693
13,12,0.964567
14,12,0.964567
15,12,0.956693
16,12,0.980315
17,12,0.976378
18,12,0.972441
19,12,0.972441
20,12,0.964567
21,12,0.972441
22,12,0.944882
23,12,0.956693
24,12,0.972441
25,12,0.956693
26,12,0.96063
27,12,0.956693
28,12,0.980315
29,12,0.980315
30,12,0.948819
31,12,0.964567
32,12,0.968504
33,12,0.964567
34,12,0.96063
35,12,0.956693
36,12,0.968504
37,12,0.972441
38,12,0.976378
39,12,0.972441
40,12,0.96063
41,12,0.940945
42,12,0.968504
43,12,0.964567
44,12,0.948819
45,12,0.964567
0,13,0.905512
1,13,0.929134
2,13,0.944882
3,13,0.940945
4,13,0.948819
5,13,0.944882
6,13,0.940945
7,13,0.96063
8,13,0.96063
9,13,0.952756
10,13,0.972441
11,13,0.976378
12,13,0.96063
13,13,0.984252
14,13,0.964567
15,13,0.956693
16,13,0.96063
17,13,0.956693
18,13,0.964567
19,13,0.964567
20,13,0.976378
21,13,0.976378
22,13,0.956693
23,13,0.964567
24,13,0.964567
25,13,0.968504
26,13,0.96063
27,13,0.968504
28,13,0.964567
29,13,0.964567
30,13,0.964567
31,13,0.948819
32,13,0.972441
33,13,0.964567
34,13,0.948819
35,13,0.972441
36,13,0.964567
37,13,0.968504
38,13,0.964567
39,13,0.948819
40,13,0.964567
41,13,0.940945
42,13,0.972441
43,13,0.948819
44,13,0.96063
45,13,0.976378
0,14,0.866142
1,14,0.917323
2,14,0.937008
3,14,0.940945
4,14,0.948819
5,14,0.944882
6,14,0.948819
7,14,0.96063
8,14,0.948819
9,14,0.972441
10,14,0.96063
11,14,0.956693
12,14,0.948819
13,14,0.972441
14,14,0.976378
15,14,0.964567
16,14,0.956693
17,14,0.968504
18,14,0.96063
19,14,0.96063
20,14,0.964567
21,14,0.952756
22,14,0.948819
23,14,0.964567
24,14,0.972441
25,14,0.96063
26,14,0.952756
27,14,0.952756
28,14,0.96063
29,14,0.968504
30,14,0.956693
31,14,0.964567
32,14,0.96063
33,14,0.988189
34,14,0.964567
35,14,0.964567
36,14,0.944882
37,14,0.96063
38,14,0.972441
39,14,0.96063
40,14,0.956693
41,14,0.968504
42,14,0.964567
43,14,0.972441
44,14,0.964567
45,14,0.964567
0,15,0.877953
1,15,0.905512
2,15,0.937008
3,15,0.929134
4,15,0.925197
5,15,0.948819
6,15,0.952756
7,15,0.944882
8,15,0.964567
9,15,0.956693
10,15,0.952756
11,15,0.968504
12,15,0.964567
13,15,0.972441
14,15,0.968504
15,15,0.956693
16,15,0.972441
17,15,0.956693
18,15,0.976378
19,15,0.964567
20,15,0.964567
21,15,0.964567
22,15,0.968504
23,15,0.96063
24,15,0.968504
25,15,0.968504
26,15,0.964567
27,15,0.96063
28,15,0.96063
29,15,0.968504
30,15,0.968504
31,15,0.964567
32,15,0.948819
33,15,0.968504
34,15,0.972441
35,15,0.96063
36,15,0.968504
37,15,0.96063
38,15,0.968504
39,15,0.972441
40,15,0.956693
41,15,0.952756
42,15,0.956693
43,15,0.968504
44,15,0.972441
45,15,0.964567
0,16,0.917323
1,16,0.913386
2,16,0.929134
3,16,0.96063
4,16,0.948819
5,16,0.937008
6,16,0.964567
7,16,0.968504
8,16,0.956693
9,16,0.968504
10,16,0.956693
11,16,0.952756
12,16,0.972441
13,16,0.952756
14,16,0.96063
15,16,0.952756
16,16,0.964567
17,16,0.96063
18,16,0.972441
19,16,0.952756
20,16,0.96063
21,16,0.964567
22,16,0.956693
23,16,0.964567
24,16,0.940945
25,16,0.952756
26,16,0.96063
27,16,0.956693
28,16,0.964567
29,16,0.956693
30,16,0.972441
31,16,0.972441
32,16,0.956693
33,16,0.976378
34,16,0.96063
35,16,0.976378
36,16,0.964567
37,16,0.964567
38,16,0.968504
39,16,0.968504
40,16,0.964567
41,16,0.964567
42,16,0.972441
43,16,0.976378
44,16,0.952756
45,16,0.948819
0,17,0.862205
1,17,0.937008
2,17,0.937008
3,17,0.948819
4,17,0.96063
5,17,0.944882
6,17,0.940945
7,17,0.972441
8,17,0.968504
9,17,0.948819
10,17,0.952756
11,17,0.968504
12,17,0.96063
13,17,0.972441
14,17,0.96063
15,17,0.968504
16,17,0.972441
17,17,0.96063
18,17,0.972441
19,17,0.976378
20,17,0.940945
21,17,0.964567
22,17,0.976378
23,17,0.964567
24,17,0.956693
25,17,0.952756
26,17,0.952756
27,17,0.96063
28,17,0.96063
29,17,0.968504
30,17,0.956693
31,17,0.972441
32,17,0.972441
33,17,0.964567
34,17,0.964567
35,17,0.96063
36,17,0.96063
37,17,0.968504
38,17,0.964567
39,17,0.964567
40,17,0.956693
41,17,0.972441
42,17,0.980315
43,17,0.952756
44,17,0.96063
45,17,0.964567
0,18,0.897638
1,18,0.909449
2,18,0.944882
3,18,0.940945
4,18,0.933071
5,18,0.952756
6,18,0.952756
7,18,0.952756
8,18,0.952756
9,18,0.956693
10,18,0.980315
11,18,0.964567
12,18,0.956693
13,18,0.968504
14,18,0.976378
15,18,0.984252
16,18,0.972441
17,18,0.96063
18,18,0.937008
19,18,0.956693
20,18,0.952756
21,18,0.952756
22,18,0.968504
23,18,0.952756
24,18,0.952756
25,18,0.968504
26,18,0.968504
27,18,0.976378
28,18,0.952756
29,18,0.976378
30,18,0.980315
31,18,0.976378
32,18,0.968504
33,18,0.96063
34,18,0.968504
35,18,0.972441
36,18,0.96063
37,18,0.96063
38,18,0.972441
39,18,0.96063
40,18,0.944882
41,18,0.96063
42,18,0.972441
43,18,0.948819
44,18,0.964567
45,18,0.968504
0,19,0.862205
1,19,0.917323
2,19,0.937008
3,19,0.952756
4,19,0.952756
5,19,0.948819
6,19,0.944882
7,19,0.948819
8,19,0.956693
9,19,0.948819
10,19,0.972441
11,19,0.956693
12,19,0.968504
13,19,0.956693
14,19,0.956693
15,19,0.96063
16,19,0.968504
17,19,0.96063
18,19,0.964567
19,19,0.964567
20,19,0.972441
21,19,0.964567
22,19,0.984252
23,19,0.968504
24,19,0.956693
25,19,0.940945
26,19,0.976378
27,19,0.968504
28,19,0.96063
29,19,0.968504
30,19,0.96063
31,19,0.984252
32,19,0.976378
33,19,0.964567
34,19,0.972441
35,19,0.968504
36,19,0.968504
37,19,0.968504
38,19,0.956693
39,19,0.968504
40,19,0.96063
41,19,0.948819
42,19,0.968504
43,19,0.96063
44,19,0.96063
45,19,0.96063
0,20,0.901575
1,20,0.917323
2,20,0.925197
3,20,0.948819
4,20,0.952756
5,20,0.940945
6,20,0.956693
7,20,0.956693
8,20,0.948819
9,20,0.964567
10,20,0.956693
11,20,0.968504
12,20,0.972441
13,20,0.96063
14,20,0.96063
15,20,0.952756
16,20,0.972441
17,20,0.948819
18,20,0.944882
19,20,0.976378
20,20,0.956693
21,20,0.952756
22,20,0.972441
23,20,0.972441
24,20,0.956693
25,20,0.948819
26,20,0.944882
27,20,0.956693
28,20,0.956693
29,20,0.96063
30,20,0.964567
31,20,0.948819
32,20,0.96063
33,20,0.968504
34,20,0.96063
35,20,0.968504
36,20,0.948819
37,20,0.96063
38,20,0.976378
39,20,0.964567
40,20,0.976378
41,20,0.956693
42,20,0.96063
43,20,0.968504
44,20,0.964567
45,20,0.968504
0,21,0.877953
1,21,0.92126
2,21,0.944882
3,21,0.968504
4,21,0.933071
5,21,0.948819
6,21,0.944882
7,21,0.96063
8,21,0.956693
9,21,0.948819
10,21,0.948819
11,21,0.964567
12,21,0.937008
13,21,0.956693
14,21,0.956693
15,21,0.964567
16,21,0.937008
17,21,0.96063
18,21,0.972441
19,21,0.956693
20,21,0.968504
21,21,0.976378
22,21,0.972441
23,21,0.968504
24,21,0.952756
25,21,0.956693
26,21,0.956693
27,21,0.952756
28,21,0.952756
29,21,0.964567
30,21,0.968504
31,21,0.964567
32,21,0.968504
33,21,0.964567
34,21,0.948819
35,21,0.964567
36,21,0.964567
37,21,0.968504
38,21,0.968504
39,21,0.964567
40,21,0.96063
41,21,0.956693
42,21,0.964567
43,21,0.96063
44,21,0.948819
45,21,0.964567
0,22,0.885827
1,22,0.909449
2,22,0.933071
3,22,0.937008
4,22,0.944882
5,22,0.968504
6,22,0.948819
7,22,0.96063
8,22,0.948819
9,22,0.956693
10,22,0.96063
11,22,0.956693
12,22,0.972441
13,22,0.952756
14,22,0.944882
15,22,0.948819
16,22,0.976378
17,22,0.964567
18,22,0.976378
19,22,0.944882
20,22,0.96063
21,22,0.968504
22,22,0.952756
23,22,0.972441
24,22,0.956693
25,22,0.952756
26,22,0.964567
27,22,0.976378
28,22,0.952756
29,22,0.968504
30,22,0.976378
31,22,0.976378
32,22,0.952756
33,22,0.952756
34,22,0.944882
35,22,0.96063
36,22,0.956693
37,22,0.952756
38,22,0.956693
39,22,0.948819
40,22,0.952756
41,22,0.96063
42,22,0.952756
43,22,0.944882
44,22,0.976378
45,22,0.952756
0,23,0.889764
1,23,0.917323
2,23,0.925197
3,23,0.956693
4,23,0.937008
5,23,0.944882
6,23,0.944882
7,23,0.976378
8,23,0.948819
9,23,0.952756
10,23,0.96063
11,23,0.956693
12,23,0.948819
13,23,0.968504
14,23,0.96063
15,23,0.976378
16,23,0.937008
17,23,0.972441
18,23,0.964567
19,23,0.96063
20,23,0.952756
21,23,0.972441
22,23,0.96063
23,23,0.96063
24,23,0.96063
25,23,0.956693
26,23,0.944882
27,23,0.972441
28,23,0.964567
29,23,0.976378
30,23,0.972441
31,23,0.956693
32,23,0.948819
33,23,0.964567
34,23,0.952756
35,23,0.952756
36,23,0.964567
37,23,0.968504
38,23,0.956693
39,23,0.96063
40,23,0.96063
41,23,0.952756
42,23,0.968504
43,23,0.972441
44,23,0.968504
45,23,0.96063
0,24,0.838583
1,24,0.92126
2,24,0.933071
3,24,0.956693
4,24,0.933071
5,24,0.944882
6,24,0.948819
7,24,0.948819
8,24,0.952756
9,24,0.944882
10,24,0.952756
11,24,0.948819
12,24,0.937008
13,24,0.964567
14,24,0.956693
15,24,0.964567
16,24,0.964567
17,24,0.948819
18,24,0.956693
19,24,0.952756
20,24,0.968504
21,24,0.937008
22,24,0.964567
23,24,0.96063
24,24,0.952756
25,24,0.956693
26,24,0.96063
27,24,0.948819
28,24,0.952756
29,24,0.952756
30,24,0.937008
31,24,0.956693
32,24,0.944882
33,24,0.96063
34,24,0.956693
35,24,0.956693
36,24,0.948819
37,24,0.952756
38,24,0.956693
39,24,0.96063
40,24,0.968504
41,24,0.96063
42,24,0.968504
43,24,0.948819
44,24,0.956693
45,24,0.96063
0,25,0.897638
1,25,0.92126
2,25,0.937008
3,25,0.944882
4,25,0.944882
5,25,0.937008
6,25,0.952756
7,25,0.952756
8,25,0.952756
9,25,0.948819
10,25,0.96063
11,25,0.952756
12,25,0.96063
13,25,0.948819
14,25,0.956693
15,25,0.968504
16,25,0.940945
17,25,0.952756
18,25,0.964567
19,25,0.956693
20,25,0.964567
21,25,0.964567
22,25,0.956693
23,25,0.952756
24,25,0.948819
25,25,0.956693
26,25,0.929134
27,25,0.976378
28,25,0.96063
29,25,0.948819
30,25,0.96063
31,25,0.944882
32,25,0.96063
33,25,0.944882
34,25,0.956693
35,25,0.948819
36,25,0.948819
37,25,0.96063
38,25,0.948819
39,25,0.940945
40,25,0.952756
41,25,0.964567
42,25,0.944882
43,25,0.956693
44,25,0.948819
45,25,0.940945
0,26,0.885827
1,26,0.929134
2,26,0.937008
3,26,0.92126
4,26,0.940945
5,26,0.948819
6,26,0.952756
7,26,0.96063
8,26,0.96063
9,26,0.940945
10,26,0.952756
11,26,0.96063
12,26,0.964567
13,26,0.96063
14,26,0.968504
15,26,0.968504
16,26,0.952756
17,26,0.96063
18,26,0.952756
19,26,0.956693
20,26,0.968504
21,26,0.956693
22,26,0.96063
23,26,0.968504
24,26,0.940945
25,26,0.948819
26,26,0.964567
27,26,0.96063
28,26,0.952756
29,26,0.952756
30,26,0.948819
31,26,0.952756
32,26,0.964567
33,26,0.952756
34,26,0.948819
35,26,0.940945
36,26,0.948819
37,26,0.96063
38,26,0.948819
39,26,0.96063
40,26,0.96063
41,26,0.956693
42,26,0.952756
43,26,0.976378
44,26,0.964567
45,26,0.940945
0,27,0.893701
1,27,0.929134
2,27,0.925197
3,27,0.940945
4,27,0.952756
5,27,0.952756
6,27,0.956693
7,27,0.96063
8,27,0.972441
9,27,0.952756
10,27,0.956693
11,27,0.940945
12,27,0.952756
13,27,0.956693
14,27,0.948819
15,27,0.96063
16,27,0.937008
17,27,0.964567
18,27,0.96063
19,27,0.956693
20,27,0.933071
21,27,0.956693
22,27,0.948819
23,27,0.964567
24,27,0.952756
25,27,0.944882
26,27,0.933071
27,27,0.956693
28,27,0.956693
29,27,0.944882
30,27,0.956693
31,27,0.948819
32,27,0.948819
33,27,0.929134
34,27,0.940945
35,27,0.948819
36,27,0.948819
37,27,0.968504
38,27,0.956693
39,27,0.948819
40,27,0.956693
41,27,0.948819
42,27,0.956693
43,27,0.956693
44,27,0.96063
45,27,0.933071
0,28,0.874016
1,28,0.952756
2,28,0.937008
3,28,0.952756
4,28,0.937008
5,28,0.96063
6,28,0.952756
7,28,0.944882
8,28,0.964567
9,28,0.944882
10,28,0.968504
11,28,0.940945
12,28,0.948819
13,28,0.956693
14,28,0.956693
15,28,0.940945
16,28,0.944882
17,28,0.952756
18,28,0.968504
19,28,0.956693
20,28,0.96063
21,28,0.937008
22,28,0.940945
23,28,0.96063
24,28,0.96063
25,28,0.96063
26,28,0.96063
27,28,0.933071
28,28,0.944882
29,28,0.96063
30,28,0.925197
31,28,0.948819
32,28,0.940945
33,28,0.948819
34,28,0.948819
35,28,0.956693
36,28,0.96063
37,28,0.937008
38,28,0.952756
39,28,0.940945
40,28,0.956693
41,28,0.952756
42,28,0.944882
43,28,0.948819
44,28,0.937008
45,28,0.937008
0,29,0.893701
1,29,0.937008
2,29,0.964567
3,29,0.944882
4,29,0.948819
5,29,0.952756
6,29,0.952756
7,29,0.964567
8,29,0.944882
9,29,0.956693
10,29,0.933071
11,29,0.952756
12,29,0.948819
13,29,0.956693
14,29,0.952756
15,29,0.933071
16,29,0.956693
17,29,0.976378
18,29,0.948819
19,29,0.948819
20,29,0.952756
21,29,0.964567
22,29,0.96063
23,29,0.948819
24,29,0.948819
25,29,0.948819
26,29,0.96063
27,29,0.944882
28,29,0.956693
29,29,0.937008
30,29,0.940945
31,29,0.940945
32,29,0.96063
33,29,0.948819
34,29,0.956693
35,29,0.952756
36,29,0.952756
37,29,0.952756
38,29,0.964567
39,29,0.964567
40,29,0.952756
41,29,0.937008
42,29,0.964567
43,29,0.929134
44,29,0.944882
45,29,0.937008
0,30,0.866142
1,30,0.937008
2,30,0.929134
3,30,0.940945
4,30,0.944882
5,30,0.948819
6,30,0.944882
7,30,0.948819
8,30,0.956693
9,30,0.952756
10,30,0.948819
11,30,0.964567
12,30,0.952756
13,30,0.96063
14,30,0.956693
15,30,0.937008
16,30,0.968504
17,30,0.933071
18,30,0.972441
19,30,0.96063
20,30,0.944882
21,30,0.952756
22,30,0.964567
23,30,0.948819
24,30,0.964567
25,30,0.944882
26,30,0.956693
27,30,0.956693
28,30,0.952756
29,30,0.968504
30,30,0.956693
31,30,0.952756
32,30,0.952756
33,30,0.92126
34,30,0.96063
35,30,0.940945
36,30,0.933071
37,30,0.940945
38,30,0.956693
39,30,0.933071
40,30,0.952756
41,30,0.952756
42,30,0.952756
43,30,0.925197
44,30,0.952756
45,30,0.933071
0,31,0.838583
1,31,0.925197
2,31,0.933071
3,31,0.940945
4,31,0.964567
5,31,0.948819
6,31,0.948819
7,31,0.940945
8,31,0.964567
9,31,0.952756
10,31,0.952756
11,31,0.948819
12,31,0.948819
13,31,0.956693
14,31,0.96063
15,31,0.948819
16,31,0.952756
17,31,0.956693
18,31,0.952756
19,31,0.96063
20,31,0.944882
21,31,0.968504
22,31,0.956693
23,31,0.956693
24,31,0.96063
25,31,0.96063
26,31,0.956693
27,31,0.933071
28,31,0.952756
29,31,0.933071
30,31,0.96063
31,31,0.944882
32,31,0.937008
33,31,0.952756
34,31,0.944882
35,31,0.944882
36,31,0.944882
37,31,0.944882
38,31,0.929134
39,31,0.937008
40,31,0.948819
41,31,0.948819
42,31,0.944882
43,31,0.929134
44,31,0.925197
45,31,0.937008
0,32,0.854331
1,32,0.929134
2,32,0.940945
3,32,0.940945
4,32,0.937008
5,32,0.944882
6,32,0.952756
7,32,0.952756
8,32,0.944882
9,32,0.952756
10,32,0.948819
11,32,0.976378
12,32,0.948819
13,32,0.956693
14,32,0.952756
15,32,0.952756
16,32,0.96063
17,32,0.968504
18,32,0.964567
19,32,0.956693
20,32,0.972441
21,32,0.956693
22,32,0.940945
23,32,0.964567
24,32,0.96063
25,32,0.952756
26,32,0.952756
27,32,0.96063
28,32,0.948819
29,32,0.952756
30,32,0.948819
31,32,0.929134
32,32,0.956693
33,32,0.944882
34,32,0.940945
35,32,0.952756
36,32,0.937008
37,32,0.944882
38,32,0.944882
39,32,0.944882
40,32,0.964567
41,32,0.948819
42,32,0.944882
43,32,0.940945
44,32,0.933071
45,32,0.940945
0,33,0.834646
1,33,0.917323
2,33,0.925197
3,33,0.933071
4,33,0.944882
5,33,0.952756
6,33,0.956693
7,33,0.948819
8,33,0.972441
9,33,0.933071
10,33,0.933071
11,33,0.948819
12,33,0.944882
13,33,0.956693
14,33,0.964567
15,33,0.952756
16,33,0.96063
17,33,0.956693
18,33,0.96063
19,33,0.964567
20,33,0.940945
21,33,0.948819
22,33,0.956693
23,33,0.96063
24,33,0.952756
25,33,0.940945
26,33,0.964567
27,33,0.96063
28,33,0.948819
29,33,0.948819
30,33,0.937008
31,33,0.940945
