"x_blur","y_blur","fitness"
25,3,0.929134
26,3,0.933071
27,3,0.933071
28,3,0.937008
29,3,0.929134
30,3,0.937008
31,3,0.944882
32,3,0.933071
33,3,0.92126
34,3,0.92126
35,3,0.933071
36,3,0.952756
37,3,0.933071
38,3,0.940945
39,3,0.929134
40,3,0.956693
41,3,0.948819
42,3,0.925197
43,3,0.940945
44,3,0.944882
45,3,0.925197
0,4,0.92126
1,4,0.929134
2,4,0.940945
3,4,0.929134
4,4,0.944882
5,4,0.917323
6,4,0.952756
7,4,0.917323
8,4,0.940945
9,4,0.925197
10,4,0.937008
11,4,0.948819
12,4,0.952756
13,4,0.917323
14,4,0.940945
15,4,0.933071
16,4,0.929134
17,4,0.952756
18,4,0.925197
19,4,0.944882
20,4,0.937008
21,4,0.940945
22,4,0.948819
23,4,0.937008
24,4,0.933071
25,4,0.952756
26,4,0.940945
27,4,0.940945
28,4,0.952756
29,4,0.940945
30,4,0.940945
31,4,0.944882
32,4,0.937008
33,4,0.937008
34,4,0.940945
35,4,0.952756
36,4,0.948819
37,4,0.948819
38,4,0.925197
39,4,0.929134
40,4,0.944882
41,4,0.940945
42,4,0.948819
43,4,0.96063
44,4,0.937008
45,4,0.952756
0,5,0.901575
1,5,0.933071
2,5,0.96063
3,5,0.948819
4,5,0.944882
5,5,0.937008
6,5,0.940945
7,5,0.929134
8,5,0.940945
9,5,0.929134
10,5,0.925197
11,5,0.96063
12,5,0.948819
13,5,0.913386
14,5,0.952756
15,5,0.944882
16,5,0.937008
17,5,0.933071
18,5,0.952756
19,5,0.937008
20,5,0.940945
21,5,0.937008
22,5,0.925197
23,5,0.925197
24,5,0.944882
25,5,0.940945
26,5,0.937008
27,5,0.952756
28,5,0.948819
29,5,0.96063
30,5,0.944882
31,5,0.944882
32,5,0.944882
33,5,0.944882
34,5,0.96063
35,5,0.937008
36,5,0.952756
37,5,0.96063
38,5,0.940945
39,5,0.944882
40,5,0.944882
41,5,0.944882
42,5,0.944882
43,5,0.944882
44,5,0.929134
45,5,0.92126
0,6,0.917323
1,6,0.937008
2,6,0.917323
3,6,0.929134
4,6,0.925197
5,6,0.937008
6,6,0.944882
7,6,0.917323
8,6,0.925197
9,6,0.948819
10,6,0.937008
11,6,0.929134
12,6,0.940945
13,6,0.940945
14,6,0.940945
15,6,0.96063
16,6,0.929134
17,6,0.940945
18,6,0.948819
19,6,0.944882
20,6,0.944882
21,6,0.925197
22,6,0.944882
23,6,0.929134
24,6,0.96063
25,6,0.944882
26,6,0.956693
27,6,0.952756
28,6,0.948819
29,6,0.940945
30,6,0.944882
31,6,0.925197
32,6,0.933071
33,6,0.944882
34,6,0.940945
35,6,0.952756
36,6,0.96063
37,6,0.952756
38,6,0.940945
39,6,0.937008
40,6,0.948819
41,6,0.952756
42,6,0.929134
43,6,0.937008
44,6,0.948819
45,6,0.929134
0,7,0.901575
1,7,0.917323
2,7,0.929134
3,7,0.948819
4,7,0.940945
5,7,0.948819
6,7,0.929134
7,7,0.952756
8,7,0.929134
9,7,0.952756
10,7,0.952756
11,7,0.96063
12,7,0.944882
13,7,0.933071
14,7,0.933071
15,7,0.940945
16,7,0.929134
17,7,0.956693
18,7,0.952756
19,7,0.944882
20,7,0.940945
21,7,0.940945
22,7,0.917323
23,7,0.937008
24,7,0.952756
25,7,0.940945
26,7,0.940945
27,7,0.940945
28,7,0.929134
29,7,0.944882
30,7,0.933071
31,7,0.940945
32,7,0.940945
33,7,0.933071
34,7,0.940945
35,7,0.944882
36,7,0.96063
37,7,0.948819
38,7,0.948819
39,7,0.944882
40,7,0.937008
41,7,0.96063
42,7,0.940945
43,7,0.956693
44,7,0.937008
45,7,0.933071
0,8,0.937008
1,8,0.948819
2,8,0.925197
3,8,0.925197
4,8,0.940945
5,8,0.944882
6,8,0.940945
7,8,0.948819
8,8,0.948819
9,8,0.952756
10,8,0.937008
11,8,0.952756
12,8,0.937008
13,8,0.940945
14,8,0.937008
15,8,0.940945
16,8,0.940945
17,8,0.937008
18,8,0.933071
19,8,0.940945
20,8,0.944882
21,8,0.940945
22,8,0.948819
23,8,0.956693
24,8,0.937008
25,8,0.952756
26,8,0.96063
27,8,0.956693
28,8,0.933071
29,8,0.937008
30,8,0.952756
31,8,0.937008
32,8,0.944882
33,8,0.933071
34,8,0.925197
35,8,0.940945
36,8,0.96063
37,8,0.952756
38,8,0.940945
39,8,0.940945
40,8,0.937008
41,8,0.937008
42,8,0.933071
43,8,0.940945
44,8,0.944882
45,8,0.933071
0,9,0.944882
1,9,0.929134
2,9,0.933071
3,9,0.917323
4,9,0.948819
5,9,0.933071
6,9,0.940945
7,9,0.933071
8,9,0.944882
9,9,0.937008
10,9,0.952756
11,9,0.944882
12,9,0.933071
13,9,0.952756
14,9,0.952756
15,9,0.952756
16,9,0.937008
17,9,0.944882
18,9,0.940945
19,9,0.929134
20,9,0.925197
21,9,0.940945
22,9,0.944882
23,9,0.940945
24,9,0.952756
25,9,0.952756
26,9,0.952756
27,9,0.952756
28,9,0.940945
29,9,0.933071
30,9,0.944882
31,9,0.944882
32,9,0.940945
33,9,0.952756
34,9,0.96063
35,9,0.948819
36,9,0.929134
37,9,0.933071
38,9,0.940945
39,9,0.944882
40,9,0.948819
41,9,0.937008
42,9,0.944882
43,9,0.940945
44,9,0.944882
45,9,0.948819
0,10,0.933071
1,10,0.925197
2,10,0.952756
3,10,0.96063
4,10,0.96063
5,10,0.940945
6,10,0.96063
7,10,0.933071
8,10,0.948819
9,10,0.937008
10,10,0.948819
11,10,0.929134
12,10,0.937008
13,10,0.937008
14,10,0.937008
15,10,0.952756
16,10,0.937008
17,10,0.952756
18,10,0.940945
19,10,0.948819
20,10,0.948819
21,10,0.937008
22,10,0.952756
23,10,0.940945
24,10,0.937008
25,10,0.948819
26,10,0.944882
27,10,0.948819
28,10,0.937008
29,10,0.944882
30,10,0.956693
31,10,0.940945
32,10,0.952756
33,10,0.940945
34,10,0.937008
35,10,0.933071
36,10,0.944882
37,10,0.937008
38,10,0.940945
39,10,0.940945
40,10,0.929134
41,10,0.925197
42,10,0.929134
43,10,0.948819
44,10,0.933071
45,10,0.933071
0,11,0.940945
1,11,0.937008
2,11,0.956693
3,11,0.92126
4,11,0.944882
5,11,0.948819
6,11,0.940945
7,11,0.940945
8,11,0.933071
9,11,0.948819
10,11,0.948819
11,11,0.940945
12,11,0.940945
13,11,0.917323
14,11,0.952756
15,11,0.940945
16,11,0.933071
17,11,0.933071
18,11,0.948819
19,11,0.96063
20,11,0.948819
21,11,0.944882
22,11,0.940945
23,11,0.937008
24,11,0.952756
25,11,0.940945
26,11,0.937008
27,11,0.940945
28,11,0.937008
29,11,0.937008
30,11,0.944882
31,11,0.937008
32,11,0.937008
33,11,0.956693
34,11,0.948819
35,11,0.940945
36,11,0.937008
37,11,0.964567
38,11,0.933071
39,11,0.933071
40,11,0.956693
41,11,0.944882
42,11,0.948819
43,11,0.940945
44,11,0.952756
45,11,0.944882
0,12,0.940945
1,12,0.933071
2,12,0.937008
3,12,0.929134
4,12,0.940945
5,12,0.937008
6,12,0.940945
7,12,0.952756
8,12,0.929134
9,12,0.933071
10,12,0.940945
11,12,0.940945
12,12,0.940945
13,12,0.940945
14,12,0.933071
15,12,0.937008
16,12,0.944882
17,12,0.925197
18,12,0.937008
19,12,0.933071
20,12,0.925197
21,12,0.948819
22,12,0.940945
23,12,0.944882
24,12,0.925197
25,12,0.940945
26,12,0.944882
27,12,0.937008
28,12,0.925197
29,12,0.929134
30,12,0.948819
31,12,0.944882
32,12,0.944882
33,12,0.937008
34,12,0.944882
35,12,0.944882
36,12,0.940945
37,12,0.956693
38,12,0.933071
39,12,0.937008
40,12,0.937008
41,12,0.940945
42,12,0.937008
43,12,0.944882
44,12,0.952756
45,12,0.933071
0,13,0.92126
1,13,0.917323
2,13,0.940945
3,13,0.909449
4,13,0.944882
5,13,0.929134
6,13,0.929134
7,13,0.933071
8,13,0.940945
9,13,0.929134
10,13,0.940945
11,13,0.944882
12,13,0.937008
13,13,0.952756
14,13,0.925197
15,13,0.944882
16,13,0.944882
17,13,0.948819
18,13,0.956693
19,13,0.937008
20,13,0.933071
21,13,0.952756
22,13,0.933071
23,13,0.937008
24,13,0.940945
25,13,0.944882
26,13,0.940945
27,13,0.92126
28,13,0.929134
29,13,0.940945
30,13,0.952756
31,13,0.940945
32,13,0.933071
33,13,0.956693
34,13,0.937008
35,13,0.940945
36,13,0.940945
37,13,0.933071
38,13,0.952756
39,13,0.944882
40,13,0.956693
41,13,0.929134
42,13,0.940945
43,13,0.933071
44,13,0.937008
45,13,0.933071
0,14,0.944882
1,14,0.925197
2,14,0.933071
3,14,0.937008
4,14,0.952756
5,14,0.933071
6,14,0.940945
7,14,0.940945
8,14,0.940945
9,14,0.940945
10,14,0.940945
11,14,0.948819
12,14,0.933071
13,14,0.964567
14,14,0.933071
15,14,0.944882
16,14,0.944882
17,14,0.929134
18,14,0.933071
19,14,0.948819
20,14,0.933071
21,14,0.937008
22,14,0.948819
23,14,0.944882
24,14,0.925197
25,14,0.933071
26,14,0.944882
27,14,0.929134
28,14,0.940945
29,14,0.933071
30,14,0.952756
31,14,0.948819
32,14,0.937008
33,14,0.952756
34,14,0.940945
35,14,0.929134
36,14,0.944882
37,14,0.929134
38,14,0.937008
39,14,0.952756
40,14,0.952756
41,14,0.940945
42,14,0.948819
43,14,0.929134
44,14,0.937008
45,14,0.937008
0,15,0.937008
1,15,0.944882
2,15,0.948819
3,15,0.933071
4,15,0.940945
5,15,0.940945
6,15,0.940945
7,15,0.929134
8,15,0.940945
9,15,0.940945
10,15,0.948819
11,15,0.925197
12,15,0.948819
13,15,0.948819
14,15,0.925197
15,15,0.956693
16,15,0.944882
17,15,0.933071
18,15,0.944882
19,15,0.925197
20,15,0.940945
21,15,0.937008
22,15,0.940945
23,15,0.937008
24,15,0.96063
25,15,0.944882
26,15,0.944882
27,15,0.944882
28,15,0.933071
29,15,0.944882
30,15,0.956693
31,15,0.929134
32,15,0.940945
33,15,0.940945
34,15,0.952756
35,15,0.925197
36,15,0.952756
37,15,0.944882
38,15,0.933071
39,15,0.948819
40,15,0.937008
41,15,0.940945
42,15,0.940945
43,15,0.948819
44,15,0.925197
45,15,0.944882
0,16,0.925197
1,16,0.913386
2,16,0.952756
3,16,0.937008
4,16,0.937008
5,16,0.948819
6,16,0.948819
7,16,0.937008
8,16,0.944882
9,16,0.929134
10,16,0.929134
11,16,0.937008
12,16,0.929134
13,16,0.92126
14,16,0.937008
15,16,0.944882
16,16,0.929134
17,16,0.92126
18,16,0.944882
19,16,0.948819
20,16,0.929134
21,16,0.933071
22,16,0.933071
23,16,0.952756
24,16,0.944882
25,16,0.933071
26,16,0.944882
27,16,0.925197
28,16,0.929134
29,16,0.933071
30,16,0.944882
31,16,0.948819
32,16,0.929134
33,16,0.948819
34,16,0.956693
35,16,0.925197
36,16,0.948819
37,16,0.937008
38,16,0.940945
39,16,0.944882
40,16,0.929134
41,16,0.92126
42,16,0.909449
43,16,0.92126
44,16,0.937008
45,16,0.929134
0,17,0.933071
1,17,0.952756
2,17,0.933071
3,17,0.937008
4,17,0.940945
5,17,0.940945
6,17,0.929134
7,17,0.944882
8,17,0.952756
9,17,0.933071
10,17,0.92126
11,17,0.948819
12,17,0.940945
13,17,0.956693
14,17,0.937008
15,17,0.917323
16,17,0.937008
17,17,0.96063
18,17,0.933071
19,17,0.948819
20,17,0.940945
21,17,0.913386
22,17,0.948819
23,17,0.933071
24,17,0.937008
25,17,0.937008
26,17,0.944882
27,17,0.929134
28,17,0.940945
29,17,0.937008
30,17,0.933071
31,17,0.937008
32,17,0.937008
33,17,0.944882
34,17,0.944882
35,17,0.925197
36,17,0.940945
37,17,0.944882
38,17,0.937008
39,17,0.940945
40,17,0.944882
41,17,0.913386
42,17,0.944882
43,17,0.929134
44,17,0.933071
45,17,0.937008
0,18,0.92126
1,18,0.925197
2,18,0.944882
3,18,0.937008
4,18,0.940945
5,18,0.952756
6,18,0.944882
7,18,0.925197
8,18,0.937008
9,18,0.940945
10,18,0.933071
11,18,0.948819
12,18,0.937008
13,18,0.937008
14,18,0.933071
15,18,0.948819
16,18,0.929134
17,18,0.929134
18,18,0.925197
19,18,0.940945
20,18,0.937008
21,18,0.948819
22,18,0.937008
23,18,0.940945
24,18,0.92126
25,18,0.948819
26,18,0.940945
27,18,0.925197
28,18,0.937008
29,18,0.92126
30,18,0.933071
31,18,0.925197
32,18,0.933071
33,18,0.96063
34,18,0.937008
35,18,0.929134
36,18,0.929134
37,18,0.929134
38,18,0.940945
39,18,0.948819
40,18,0.913386
41,18,0.937008
42,18,0.940945
43,18,0.92126
44,18,0.925197
45,18,0.933071
0,19,0.913386
1,19,0.944882
2,19,0.92126
3,19,0.917323
4,19,0.929134
5,19,0.937008
6,19,0.937008
7,19,0.948819
8,19,0.937008
9,19,0.925197
10,19,0.940945
11,19,0.944882
12,19,0.933071
13,19,0.925197
14,19,0.944882
15,19,0.940945
16,19,0.933071
17,19,0.917323
18,19,0.937008
19,19,0.944882
20,19,0.929134
21,19,0.937008
22,19,0.952756
23,19,0.940945
24,19,0.933071
25,19,0.937008
26,19,0.929134
27,19,0.925197
28,19,0.944882
29,19,0.929134
30,19,0.937008
31,19,0.940945
32,19,0.952756
33,19,0.940945
34,19,0.948819
35,19,0.929134
36,19,0.956693
37,19,0.940945
38,19,0.937008
39,19,0.92126
40,19,0.929134
41,19,0.933071
42,19,0.909449
43,19,0.933071
44,19,0.944882
45,19,0.92126
0,20,0.925197
1,20,0.913386
2,20,0.929134
3,20,0.929134
4,20,0.944882
5,20,0.944882
6,20,0.92126
7,20,0.92126
8,20,0.948819
9,20,0.937008
10,20,0.952756
11,20,0.933071
12,20,0.933071
13,20,0.948819
14,20,0.917323
15,20,0.944882
16,20,0.929134
17,20,0.933071
18,20,0.933071
19,20,0.929134
20,20,0.929134
21,20,0.937008
22,20,0.956693
23,20,0.940945
24,20,0.929134
25,20,0.944882
26,20,0.948819
27,20,0.937008
28,20,0.929134
29,20,0.929134
30,20,0.933071
31,20,0.933071
32,20,0.929134
33,20,0.948819
34,20,0.933071
35,20,0.944882
36,20,0.952756
37,20,0.940945
38,20,0.937008
39,20,0.929134
40,20,0.940945
41,20,0.940945
42,20,0.933071
43,20,0.937008
44,20,0.909449
45,20,0.929134
0,21,0.913386
1,21,0.937008
2,21,0.905512
3,21,0.933071
4,21,0.929134
5,21,0.933071
6,21,0.933071
7,21,0.925197
8,21,0.92126
9,21,0.929134
10,21,0.940945
11,21,0.933071
12,21,0.933071
13,21,0.925197
14,21,0.925197
15,21,0.933071
16,21,0.929134
17,21,0.933071
18,21,0.917323
19,21,0.944882
20,21,0.956693
21,21,0.944882
22,21,0.940945
23,21,0.937008
24,21,0.929134
25,21,0.925197
26,21,0.940945
27,21,0.933071
28,21,0.925197
29,21,0.929134
30,21,0.937008
31,21,0.92126
32,21,0.952756
33,21,0.925197
34,21,0.933071
35,21,0.940945
36,21,0.933071
37,21,0.944882
38,21,0.937008
39,21,0.940945
40,21,0.940945
41,21,0.925197
42,21,0.937008
43,21,0.929134
44,21,0.948819
45,21,0.937008
0,22,0.925197
1,22,0.925197
2,22,0.944882
3,22,0.92126
4,22,0.937008
5,22,0.933071
6,22,0.937008
7,22,0.929134
8,22,0.940945
9,22,0.937008
10,22,0.944882
11,22,0.905512
12,22,0.948819
13,22,0.940945
14,22,0.948819
15,22,0.948819
16,22,0.944882
17,22,0.933071
18,22,0.944882
19,22,0.937008
20,22,0.933071
21,22,0.929134
22,22,0.933071
23,22,0.944882
24,22,0.937008
25,22,0.940945
26,22,0.929134
27,22,0.925197
28,22,0.925197
29,22,0.929134
30,22,0.92126
31,22,0.944882
32,22,0.925197
33,22,0.933071
34,22,0.925197
35,22,0.929134
36,22,0.929134
37,22,0.909449
38,22,0.929134
39,22,0.944882
40,22,0.917323
41,22,0.929134
42,22,0.940945
43,22,0.92126
44,22,0.929134
45,22,0.905512
0,23,0.940945
1,23,0.933071
2,23,0.937008
3,23,0.937008
4,23,0.933071
5,23,0.933071
6,23,0.933071
7,23,0.929134
8,23,0.933071
9,23,0.929134
10,23,0.940945
11,23,0.937008
12,23,0.92126
13,23,0.929134
14,23,0.937008
15,23,0.929134
16,23,0.925197
17,23,0.948819
18,23,0.956693
19,23,0.944882
20,23,0.944882
21,23,0.913386
22,23,0.925197
23,23,0.925197
24,23,0.956693
25,23,0.940945
26,23,0.917323
27,23,0.933071
28,23,0.925197
29,23,0.925197
30,23,0.948819
31,23,0.940945
32,23,0.933071
33,23,0.909449
34,23,0.929134
35,23,0.92126
36,23,0.944882
37,23,0.905512
38,23,0.940945
39,23,0.925197
40,23,0.925197
41,23,0.937008
42,23,0.929134
43,23,0.929134
44,23,0.925197
45,23,0.925197
0,24,0.905512
1,24,0.92126
2,24,0.917323
3,24,0.948819
4,24,0.929134
5,24,0.929134
6,24,0.933071
7,24,0.948819
8,24,0.929134
9,24,0.925197
10,24,0.929134
11,24,0.925197
12,24,0.937008
13,24,0.92126
14,24,0.96063
15,24,0.925197
16,24,0.940945
17,24,0.937008
18,24,0.940945
19,24,0.944882
20,24,0.933071
21,24,0.929134
22,24,0.929134
23,24,0.937008
24,24,0.948819
25,24,0.933071
26,24,0.933071
27,24,0.933071
28,24,0.913386
29,24,0.925197
30,24,0.925197
31,24,0.925197
32,24,0.933071
33,24,0.940945
34,24,0.937008
35,24,0.929134
36,24,0.929134
37,24,0.92126
38,24,0.917323
39,24,0.901575
40,24,0.917323
41,24,0.909449
42,24,0.92126
43,24,0.905512
44,24,0.925197
45,24,0.917323
0,25,0.933071
1,25,0.925197
2,25,0.917323
3,25,0.92126
4,25,0.913386
5,25,0.929134
6,25,0.929134
7,25,0.929134
8,25,0.948819
9,25,0.940945
10,25,0.925197
11,25,0.925197
12,25,0.933071
13,25,0.933071
14,25,0.940945
15,25,0.925197
16,25,0.913386
17,25,0.940945
18,25,0.944882
19,25,0.952756
20,25,0.940945
21,25,0.917323
22,25,0.944882
23,25,0.913386
24,25,0.917323
25,25,0.913386
26,25,0.929134
27,25,0.944882
28,25,0.925197
29,25,0.929134
30,25,0.925197
31,25,0.944882
32,25,0.925197
33,25,0.929134
34,25,0.925197
35,25,0.929134
36,25,0.929134
37,25,0.913386
38,25,0.925197
39,25,0.925197
40,25,0.893701
41,25,0.925197
42,25,0.909449
43,25,0.917323
44,25,0.917323
45,25,0.92126
0,26,0.933071
1,26,0.92126
2,26,0.909449
3,26,0.929134
4,26,0.929134
5,26,0.940945
6,26,0.917323
7,26,0.944882
8,26,0.937008
9,26,0.929134
10,26,0.929134
11,26,0.913386
12,26,0.937008
13,26,0.909449
14,26,0.937008
15,26,0.940945
16,26,0.913386
17,26,0.937008
18,26,0.925197
19,26,0.937008
20,26,0.937008
21,26,0.909449
22,26,0.92126
23,26,0.925197
24,26,0.925197
25,26,0.925197
26,26,0.937008
27,26,0.929134
28,26,0.925197
29,26,0.929134
30,26,0.917323
31,26,0.925197
32,26,0.92126
33,26,0.92126
34,26,0.913386
35,26,0.937008
36,26,0.905512
37,26,0.913386
38,26,0.925197
39,26,0.913386
40,26,0.905512
41,26,0.897638
42,26,0.917323
43,26,0.905512
44,26,0.909449
45,26,0.929134
0,27,0.92126
1,27,0.92126
2,27,0.92126
3,27,0.929134
4,27,0.96063
5,27,0.929134
6,27,0.925197
7,27,0.913386
8,27,0.925197
9,27,0.917323
10,27,0.92126
11,27,0.92126
12,27,0.933071
13,27,0.905512
14,27,0.933071
15,27,0.925197
16,27,0.92126
17,27,0.92126
18,27,0.92126
19,27,0.937008
20,27,0.92126
21,27,0.92126
22,27,0.940945
23,27,0.929134
24,27,0.92126
25,27,0.925197
26,27,0.929134
27,27,0.909449
28,27,0.913386
29,27,0.92126
30,27,0.917323
31,27,0.937008
32,27,0.909449
33,27,0.929134
34,27,0.905512
35,27,0.929134
36,27,0.913386
37,27,0.933071
38,27,0.905512
39,27,0.925197
40,27,0.905512
41,27,0.909449
42,27,0.940945
43,27,0.913386
44,27,0.925197
45,27,0.917323
0,28,0.933071
1,28,0.913386
2,28,0.913386
3,28,0.905512
4,28,0.917323
5,28,0.92126
6,28,0.913386
7,28,0.92126
8,28,0.917323
9,28,0.901575
10,28,0.937008
11,28,0.937008
12,28,0.905512
13,28,0.917323
14,28,0.92126
15,28,0.917323
16,28,0.925197
17,28,0.92126
18,28,0.917323
19,28,0.925197
20,28,0.909449
21,28,0.92126
22,28,0.925197
23,28,0.925197
24,28,0.925197
25,28,0.929134
26,28,0.893701
27,28,0.909449
28,28,0.893701
29,28,0.913386
30,28,0.933071
31,28,0.909449
32,28,0.92126
33,28,0.917323
34,28,0.929134
35,28,0.905512
36,28,0.909449
37,28,0.909449
38,28,0.92126
39,28,0.913386
40,28,0.917323
41,28,0.901575
42,28,0.901575
43,28,0.92126
44,28,0.901575
45,28,0.893701
0,29,0.92126
1,29,0.909449
2,29,0.917323
3,29,0.901575
4,29,0.913386
5,29,0.909449
6,29,0.937008
7,29,0.929134
8,29,0.92126
9,29,0.917323
10,29,0.913386
11,29,0.929134
12,29,0.925197
13,29,0.917323
14,29,0.909449
15,29,0.917323
16,29,0.92126
17,29,0.929134
18,29,0.937008
19,29,0.897638
20,29,0.937008
21,29,0.933071
22,29,0.925197
23,29,0.913386
24,29,0.917323
25,29,0.889764
26,29,0.913386
27,29,0.92126
28,29,0.913386
29,29,0.917323
30,29,0.92126
31,29,0.889764
32,29,0.897638
33,29,0.913386
34,29,0.905512
35,29,0.905512
36,29,0.897638
37,29,0.889764
38,29,0.909449
39,29,0.913386
40,29,0.913386
41,29,0.897638
42,29,0.893701
43,29,0.893701
44,29,0.909449
45,29,0.913386
0,30,0.917323
1,30,0.925197
2,30,0.929134
3,30,0.917323
4,30,0.905512
5,30,0.925197
6,30,0.901575
7,30,0.917323
8,30,0.92126
9,30,0.909449
10,30,0.913386
11,30,0.917323
12,30,0.909449
13,30,0.909449
14,30,0.909449
15,30,0.897638
16,30,0.909449
17,30,0.905512
18,30,0.909449
19,30,0.905512
20,30,0.925197
21,30,0.917323
22,30,0.893701
23,30,0.917323
24,30,0.909449
25,30,0.909449
26,30,0.917323
27,30,0.893701
28,30,0.901575
29,30,0.909449
30,30,0.905512
31,30,0.901575
32,30,0.897638
33,30,0.88189
34,30,0.901575
35,30,0.893701
36,30,0.913386
37,30,0.901575
38,30,0.909449
39,30,0.905512
40,30,0.905512
41,30,0.889764
42,30,0.913386
43,30,0.905512
44,30,0.913386
45,30,0.901575
0,31,0.925197
1,31,0.913386
2,31,0.909449
3,31,0.917323
4,31,0.909449
5,31,0.905512
6,31,0.901575
7,31,0.909449
8,31,0.909449
9,31,0.917323
10,31,0.92126
11,31,0.905512
12,31,0.905512
13,31,0.917323
14,31,0.92126
15,31,0.913386
16,31,0.901575
17,31,0.913386
18,31,0.901575
19,31,0.905512
20,31,0.917323
21,31,0.897638
22,31,0.909449
23,31,0.925197
24,31,0.913386
25,31,0.897638
26,31,0.901575
27,31,0.901575
28,31,0.901575
29,31,0.909449
30,31,0.901575
31,31,0.905512
32,31,0.925197
33,31,0.885827
34,31,0.905512
35,31,0.889764
36,31,0.925197
37,31,0.897638
38,31,0.885827
39,31,0.897638
40,31,0.893701
41,31,0.901575
42,31,0.870079
43,31,0.897638
44,31,0.905512
45,31,0.889764
0,32,0.909449
1,32,0.925197
2,32,0.92126
3,32,0.913386
4,32,0.889764
5,32,0.929134
6,32,0.917323
7,32,0.917323
8,32,0.917323
9,32,0.909449
10,32,0.889764
11,32,0.897638
12,32,0.917323
13,32,0.901575
14,32,0.929134
15,32,0.917323
16,32,0.92126
17,32,0.933071
18,32,0.917323
19,32,0.925197
20,32,0.893701
21,32,0.905512
22,32,0.913386
23,32,0.901575
24,32,0.917323
25,32,0.917323
26,32,0.909449
27,32,0.889764
28,32,0.913386
29,32,0.885827
30,32,0.885827
31,32,0.897638
32,32,0.901575
33,32,0.913386
34,32,0.905512
35,32,0.913386
36,32,0.893701
37,32,0.917323
38,32,0.893701
39,32,0.897638
40,32,0.897638
41,32,0.889764
42,32,0.893701
43,32,0.905512
44,32,0.889764
45,32,0.909449
0,33,0.905512
1,33,0.925197
2,33,0.913386
3,33,0.937008
4,33,0.913386
5,33,0.901575
6,33,0.909449
7,33,0.933071
8,33,0.905512
9,33,0.913386
10,33,0.909449
11,33,0.893701
12,33,0.905512
13,33,0.905512
14,33,0.897638
15,33,0.92126
16,33,0.901575
17,33,0.909449
18,33,0.901575
19,33,0.909449
20,33,0.901575
21,33,0.917323
22,33,0.917323
23,33,0.909449
24,33,0.913386
25,33,0.901575
26,33,0.893701
27,33,0.925197
28,33,0.889764
29,33,0.905512
30,33,0.889764
31,33,0.92126
32,33,0.901575
